x,levels
64.9522231601,25.9563673533
20.4635430618,24.9654207613
83.5246396904,16.7153410281
63.1449924055,28.5458325948
108.003874076,63.7318763149
86.6683831137,21.1646949123
14.7886918592,16.6402922401
30.4460383163,18.052453274
90.6768344929,18.3683810203
9.56020346297,32.6054115207
4.3497884241,39.822031544
35.6306333637,22.4704214698
15.6609244158,22.6798364623
35.1176124971,20.7620100865
91.3553435803,19.5651163252
70.361949351,19.2579750761
66.271362452,29.5623902958
9.48330492305,36.2437572343
75.9159195587,15.8354936146
13.5903128817,19.5529508754
23.4970340429,24.910747386
42.1212817803,31.4434510926
7.12439308643,39.7502753151
105.930137648,66.3967531865
47.8656555355,30.7889568351
34.9480975849,7.44142112061
11.1122353202,27.7373656781
65.0501656362,15.7035448471
57.4493970634,25.7146690605
74.8198121001,22.1559700713
58.0653393287,21.7953875864
95.2706917196,31.6097322644
79.0567489377,24.1390156683
50.2734176777,31.0148995975
95.2639939355,30.2314619966
23.9142393504,17.7153554981
48.116558644,37.6955699943
21.9283148757,12.3034323744
18.9684489717,18.0749166363
85.1386131165,16.1633168147
76.8543123395,21.1347116999
62.46587052,15.929521304
34.1797166878,16.9445733719
25.2859158597,20.3939089953
16.4165855814,20.9216762814
67.5096942655,31.8639042295
92.8213257048,33.8259850161
82.2461462356,15.9226055611
11.968071061,16.4230677795
96.7941395638,25.211674773
11.2028308663,21.0255940312
81.180277863,17.3265815602
101.484913006,41.2874677584
35.0961657487,16.8391601235
84.2674627595,28.2153164159
109.818709169,70.8719993115
108.582185391,70.3521854751
9.47564639484,31.7090080208
105.734972789,61.3975866372
93.240900828,31.1146346854
96.2035250583,27.6331613968
24.2723132163,18.4754894554
42.4401047447,19.8912092474
26.0035474065,18.6302900328
94.1510481992,26.7038864583
56.0641507626,29.6028408673
16.2484581615,20.6421924103
107.911376123,71.4867701526
63.13673705,29.3752099294
24.5252033259,12.2889622325
106.310932891,69.2979070384
81.913832742,19.8634352316
78.6513139022,19.3660130294
72.6183723527,28.3622611247
21.3748319194,16.0468618333
95.2459804578,20.7145458233
66.3172803327,27.8010582731
94.1064797568,32.2336701832
13.1875331651,29.5830990508
28.6639302881,19.2013317405
2.23863990108,35.6517202911
106.802581326,67.2094433673
54.0625004361,32.9863113007
39.2758844246,28.3640036612
87.1749942902,29.7219228184
17.2984867093,16.7819849586
0.390913353067,49.3861549134
6.76303572677,30.2971806952
24.599742168,22.116448307
102.263154074,46.0574596442
60.6745741839,19.4534888349
3.81703226534,41.4166302516
10.9499731401,42.1988111803
84.1632147836,27.0207604911
88.2370315588,26.586160574
66.8243750049,32.4712663309
92.145275043,16.38915348
16.7184343493,21.0408352446
105.027555739,61.57891523
100.969967693,47.5088893978
75.1686392731,15.528036079
39.8717393887,20.0572176649
6.45387859384,29.1964151877
5.19756022424,36.9171892823
106.156755203,65.5263584776
31.201128095,14.110927543
77.7141561601,25.8914326104
12.0684421909,29.0805140295
84.9928398605,30.9453185421
91.8942624318,29.1582268783
36.9743762884,18.0186997569
88.6216764739,19.9715283519
45.1449192121,35.3053619419
103.173494718,48.4355380982
59.5780062971,33.0034416035
67.6865656502,28.0643125161
18.8195356494,6.32143157911
10.9619887321,31.021070568
50.5145073462,23.1308414514
88.5931848755,20.4878156911
50.8603517866,21.0139104503
61.1572628003,27.9669990835
82.7416568595,14.815102563
62.1234570381,27.1444125445
33.8061805308,21.2523777952
107.96616035,76.2250082435
44.5994797558,23.3377813311
101.241127213,48.4371544878
59.373605039,24.5707947113
76.71535636,27.9632721357
13.7624626888,23.784545502
102.263379909,49.3568901579
63.5603385663,20.3968648192
29.7339315641,20.4586661236
59.6918698495,27.9858219556
1.2060174569,47.6513667582
41.2376125943,16.102074354
58.3696576996,30.6393149898
79.3248133142,22.6154259819
103.004817911,50.6686999727
48.7561731852,32.8690973283
56.5830954104,31.2809858004
2.33813087701,34.5238164146
61.5155265328,25.1785355904
5.379117444,25.1235659112
70.7133658758,24.6429155944
11.3518518927,26.7279828989
76.886428947,24.6161745168
28.8631803328,14.8554225024
104.785029407,58.2674758275
33.538039312,18.4092857635
45.9673039945,37.6224246486
13.0649025943,23.7549063995
6.99338815308,38.644347522
82.6099170365,19.4251233449
68.083348603,19.1492078632
52.0429505589,23.6579100096
68.1727771139,23.3299111707
28.1956847294,18.8554494308
72.4846818089,26.4369248208
65.9084502583,26.9881278644
11.9340915885,22.7024420443
40.4981708034,15.7356716771
35.5997124655,25.7221925535
11.0557757627,38.5871498595
66.2074267039,25.2624237014
81.4475580128,23.8993155389
73.5258017581,15.7166738068
39.4916590896,27.2276341756
85.4103405083,15.4551980647
8.6337565519,33.8146486225
24.0073822188,16.7012990634
23.1080326107,4.17011460062
41.5557300032,18.7365136883
33.6761309972,16.8518431952
50.1105635692,32.3929057768
32.8133694507,21.3169273116
98.7895573447,39.4350526655
18.7781338507,21.9367650837
19.6617468132,29.2295411732
96.9976108163,37.8113301768
10.7281722444,36.8090799235
76.2094456774,25.7660906117
10.3865827585,41.8516329556
12.0894256171,30.0144020768
24.8866774613,21.9037530906
77.1921593901,13.0148882635
58.9606907804,20.8368231324
90.3023033465,21.1199434633
93.7588999109,27.3716439042
33.0934779425,22.8634309876
33.1202895039,20.9809517405
74.8345470118,24.9877784354
64.959923416,18.2858808862
99.0227818666,33.8002502689
55.2273034873,32.9589948456
91.5141287741,22.1432462383
71.2612673743,22.3016009898
62.1977878212,20.3571638712
2.71549817758,36.3887776041
83.5342582066,17.9925950581
46.04766185,32.9171139387
43.4522217235,26.5209982387
62.8860796452,30.2853197461
2.55431567732,34.2255633113
41.75782658,32.9055944073
62.9764342526,26.6460331654
98.5628311746,34.1262566154
66.4559448626,29.389641227
23.53076533,19.2972099961
9.16447979717,31.5722187273
94.7570077797,30.8710349369
65.333896775,21.4311401541
4.89749237245,30.3180317238
2.63265825493,38.9554117143
29.834702698,20.2523170274
34.8741453823,23.2225005906
83.9299335975,19.3401120869
60.030266727,29.3337445495
59.5195301088,24.6783159143
53.1354104975,33.2303383522
5.64947899195,36.0371487491
7.8001540692,22.8778806573
36.7521572295,15.1350951405
66.8261208391,22.4700271698
28.1710831836,18.6620969347
94.5905638762,38.3490622707
79.5926066045,22.6351338873
33.4620118261,12.7014131202
87.0023728138,19.4417129717
89.3759416044,26.6810121759
53.5387104356,29.6326326357
20.7648064612,6.63514420557
19.5774228071,16.1396661403
56.2634181461,37.8901006837
71.6812757202,22.3839801219
10.6140951347,38.256049153
6.26818416577,28.7413206722
33.4485488837,25.1629897158
76.5323799486,17.9013557781
77.3187789987,17.8172518015
41.114744672,32.2610390474
104.81976737,54.4965066964
100.779497212,41.0668183614
81.3759581097,27.4070295962
6.27734490995,37.7592782849
33.7979908362,17.1347662058
12.8228925074,15.5314881352
33.3472246227,19.5822578951
91.5297718209,15.3169791853
99.1955637703,37.084666127
22.2791411946,12.8968148707
5.59898108427,28.5923176627
38.7110196321,29.9487922742
28.761894729,28.7383271462
59.5157060168,28.0627528606
25.1130848075,22.7175971483
83.3818818731,25.7756604862
108.516569358,71.4876802458
99.2742644444,40.3978710757
78.1597203516,24.2269525055
42.3219529077,24.4228286315
109.153938063,74.1938168877
72.6396915996,15.3247508963
90.6802376781,30.3416087119
93.7730534365,27.3770868542
56.471383097,29.2635243916
75.8375808767,29.1104036744
92.03539706,24.4098541331
53.2957008737,39.8325275875
56.240453863,25.6969073767
76.0704179815,22.3143684783
52.8204920908,24.0667671377
95.1892126601,37.355560686
32.9881899529,26.1933046664
89.0073777143,31.9026621648
75.9963774577,24.6568220349
21.0062493248,15.6843702106
61.0042224555,31.5310374277
41.8888528237,20.3086323799
45.5336721891,33.548294829
32.7829832981,21.6067753164
24.0809748948,16.0710093201
38.7237803126,31.2347924205
78.6403320223,25.2986577955
37.7475789297,21.7669214528
6.92601223863,22.5446483317
77.2235051096,29.3658581619
74.3945040719,24.776442356
92.1182765382,24.2912602657
89.980035497,27.7006717584
61.4985706558,27.2783693413
50.3602824072,27.2030827799
80.8052704491,22.186204341
12.8628063871,23.3931458371
47.6442496886,25.1003615244
5.33354641476,35.4068246776
53.3889064799,32.5913018027
28.6216397322,10.6953992084
93.5129829862,19.884929843
82.3600173653,21.4874630227
25.1110884658,11.5013213982
109.71606587,68.3327138874
76.0249582466,15.5284550894
61.6017865221,22.2178640176
71.5773095335,27.2557416571
61.5769845728,25.2733936481
23.5569162306,17.9470263325
44.9811770963,18.6445781154
17.791046731,23.5613173554
52.4703567144,30.885715385
92.0736683536,26.9733461478
47.5477634949,26.2752898503
43.5821664749,24.8060455363
4.95910079646,35.8784653044
35.4633091192,19.3801705694
45.4711240663,26.3226425696
5.48449038114,30.6038123823
56.7086471752,24.9304024144
61.3493061978,24.8343235129
55.0094661687,26.7478846744
21.0658733042,21.9021119932
93.4597427466,33.2098795847
99.3885996443,41.8180495984
109.740097416,65.1950054348
87.0247854718,22.7356044311
49.7900776733,30.9143747711
106.783228416,65.5730695584
64.4998903224,23.2451627516
23.873213776,12.1505087256
2.1517651887,36.2543358981
65.2257796792,36.5050999556
34.0603195086,27.6626840038
84.4566145748,18.5709992538
6.21071797799,32.036636746
5.92861762885,27.0512728045
58.2306587774,22.4188619692
40.4996697003,25.1500917455
4.01175410639,38.0069147984
12.6620893158,21.9576581593
70.2732821131,23.8813726973
45.193644958,22.9878782956
40.3254702649,22.3539609432
8.30117229528,24.0572784791
41.054109242,26.0389906493
62.0519987461,26.2234428171
23.292527199,23.8224522256
52.6309612511,32.1977313061
44.6622227889,16.9567034945
78.5442389341,14.2589477453
91.1038946692,25.3963488967
28.5733646729,12.6813486499
59.3206627422,19.9890078547
97.0729424711,35.25115608
104.391545454,68.5014855459
48.7164777258,25.266717676
108.688879378,67.0116166288
13.9150077567,15.8094802447
78.675396519,20.4779957357
83.3315017437,29.3904832441
74.8831054326,25.0475941528
79.5875057417,17.0507151998
3.16308236441,37.7308313859
48.5985369443,30.3760168518
74.866541044,22.6656678569
85.4324661294,25.7202008721
74.3192605216,22.4994413357
0.602637261466,41.8186897439
82.7543307949,21.2648733885
70.0932713639,20.8248731246
91.0640387429,28.6039859025
57.6753965019,31.8308941965
76.4594030853,15.9671964671
71.0241861559,31.0888178631
48.1984863088,31.4003141421
54.9091864565,31.6098631038
47.116899701,34.7329691159
107.566206466,72.284200788
44.4414676642,30.9989697151
99.2803842953,40.6494649764
15.5454070056,15.0812296827
25.1022107344,23.7207035104
103.684703915,50.7736945336
5.80846411282,36.86216115
60.3292263398,25.2094304088
32.4435532466,27.978107486
7.68941014238,29.1193716642
96.7601464343,39.2391569647
80.3367548836,21.9117702759
23.796748915,19.4860926127
63.5856016797,33.0102864688
34.3954731991,18.8532329239
62.126288143,27.8070750022
37.0781609161,20.2268945713
8.73725845575,28.57390433
77.5459016517,26.2730300275
7.49228245874,29.2931285925
42.1705372316,27.7950426072
52.0589042019,31.6229046593
96.7609127323,31.6946215544
98.3649400236,41.5936803744
32.93299663,13.9382557447
109.819704107,84.2411970103
12.0571844868,19.7935782337
63.1117992822,21.8828927554
51.8091866775,28.6723783956
64.223484036,27.4096532835
38.0759538261,23.3429337886
88.7799567678,31.4093204445
108.80094593,77.3482881244
25.7525097252,12.7948698481
45.9119275812,31.4300896848
89.983764853,15.3979178681
100.650767768,37.3898230661
23.4485172005,18.9812370999
90.6416541243,36.203367494
5.18945030828,40.1308268269
53.0673474592,30.8881377044
69.1020808058,17.6288015726
22.8132222993,28.064765837
53.323363916,29.533448529
92.9890284021,25.8006211826
107.149136517,69.5476640417
93.4215501022,23.5111216795
52.4083238802,32.8312533946
18.1156604441,5.35404723204
86.0378371816,19.2530695998
4.46600549637,25.7937197647
49.544132972,28.9231682161
104.487266388,53.4104557151
45.5866392494,29.658942296
87.497548519,24.2209606815
36.3025315822,26.7613047575
109.199566577,68.4285737703
29.7836841034,15.2769466974
76.7383381734,29.6793323635
55.1274684163,30.5862852789
0.345503118186,49.2390885321
12.523831237,24.1489541505
78.9565947291,22.0996506829
102.98431905,48.2621778309
43.4666754236,32.7630895676
17.9247108475,22.9007624139
4.45478729176,33.2811462705
6.13394689946,32.14331955
0.24651373466,51.0312832956
90.2952636901,21.0163116062
33.0102945281,27.6302201256
67.8882898443,27.6376468899
105.928454467,59.0939450665
67.0161030243,23.9783396998
59.1036488624,27.628751803
104.243073384,49.2144181882
54.1985315735,35.6655567676
104.207406866,52.8647568351
47.2912606081,25.3477436739
100.7509134,42.0650651194
57.9592229262,32.0763216263
98.3497157257,35.0480671274
35.0591577363,15.76728739
107.378260902,83.3876900866
59.2778211316,31.1442176519
64.3484323791,24.8061594744
56.2701129841,45.6451606794
12.2248288916,23.1994500639
109.385258034,77.0190541223
55.7858581303,29.6885120179
60.0681116615,25.0905313976
107.6172879,56.4103530211
4.16611035537,38.2917740732
58.3803706599,25.0011692088
33.6906112316,18.1014321501
100.74722687,48.7022671138
21.8626196973,21.1233593055
39.2092474145,30.5493378589
48.0736489978,32.6275696897
25.9005136554,27.13828576
42.359902865,35.1227073064
101.324376254,37.2131640916
93.101418492,23.3676568297
102.109304346,45.2737083066
99.5122839967,45.3721215488
2.99074859757,37.667250378
69.9396296033,29.9384784256
39.5383759008,28.7567962108
25.3806771366,20.9741234252
74.4804145862,22.6052108727
8.14883162439,26.8440064718
72.1672229394,31.5206051074
90.9692849705,18.8418753595
52.3513174179,29.881222219
40.1091666956,24.0327544943
13.1938871888,22.2779517948
80.0262695482,22.3907989268
50.8611769486,28.1022976629
22.7742870285,25.2822772132
76.8574609539,21.2552448558
106.438700253,61.9815337518
41.1032613084,22.3657924048
79.6676659091,18.4815723759
8.35071438218,32.6781511578
102.16907778,50.4469930086
26.3665117846,14.5860785483
85.9194446236,17.9001638876
51.6480833078,21.1065701873
71.0683060811,27.3136926468
7.11901424346,23.6694143812
9.99336338464,42.3566142894
98.526775452,34.295371206
76.6823626814,22.5836128913
84.2660700493,28.4121468807
60.6430191177,30.6061032592
84.52004188,17.8221004264
41.8669018031,23.4892429466
57.7756983533,37.6284076134
90.6662655081,29.5687446414
8.00580892619,29.2358065553
49.3530425509,34.6961527369
9.3866587541,29.0360664864
28.7252440937,23.716351649
48.4253554789,16.4871244824
69.4138530726,22.6962194042
61.1345101826,24.9088382451
73.181338293,21.3257014139
109.745800417,80.8305059848
86.7073114963,27.3832323283
5.94602603338,37.1248183586
36.5162474822,28.6786144207
81.2175762607,18.5415797814
39.1916853333,21.3302937953
23.1195965067,18.6813314648
54.3943330177,30.6469927842
73.3162638792,22.093045957
71.5790471567,34.9690798464
22.1394608239,25.6022206216
70.1597650223,19.8455944432
61.6144661279,29.9988786713
50.1453796026,23.7644654937
104.805539383,61.645868525
84.2530864883,16.7236793071
18.5920078397,24.8239953893
70.8611535944,24.3386214089
18.2580549283,18.2853181931
96.9671527128,34.6580582644
91.123358352,21.6469953146
14.1346916003,22.692299426
48.8073178066,30.8046928925
30.5125611218,19.1702001192
26.1079423534,23.2178531366
96.1217657809,44.2454886604
8.67631138127,39.8486489557
63.2398927056,21.1290467928
18.7619822971,15.5130299092
78.6303649602,19.8169786111
99.1710573727,25.7470963948
3.72007002115,40.3771896735
98.1057401768,40.8919557102
27.0747741149,12.2770440477
60.2348501966,28.1278472085
12.4922177148,17.0045182774
10.066433594,37.6267437834
75.1318136304,19.4137247345
56.0407689704,32.589139752
42.8571166378,14.9001199985
8.64952288733,28.9850154085
33.2143618793,20.924811496
107.649672368,83.9158321854
77.7339835945,17.7526966123
35.8987793037,19.569643849
4.7667507787,32.564300807
29.3436128071,18.7694231782
19.7342309809,20.55231952
35.0716074606,23.4424938453
102.133546802,49.7812896788
81.1801466509,16.4522794013
46.0149865115,23.0296039712
67.4514628782,19.8155987255
63.0589232469,24.0404144051
87.6753049133,23.9562741733
87.9706586076,21.8141149929
71.1311695244,26.8077042108
80.4105727043,18.5734728151
5.83321659983,30.8481740723
68.19537305,19.1255309178
92.3352122876,37.2945844397
41.6771943085,34.9915159886
9.97170917971,32.2814584655
58.938275328,26.3387032729
107.866397498,73.3205572154
65.0285060571,25.8442360543
104.29432008,51.6315980809
64.8938436207,23.3545815368
43.8220621738,27.8389504557
26.1919071905,18.4867120861
41.9965690722,28.9829590392
42.4908183965,27.523947766
43.5185224179,30.8510271806
41.4980270933,19.5710964487
99.0494991564,31.5100521728
86.7738695758,18.1984894251
105.922243127,72.9591469638
72.6456966608,17.5375007704
70.0444726878,23.0558031483
15.7874846663,27.7515555637
65.545059812,27.198941959
41.3971941403,13.1769751293
68.7398214886,29.2117825436
0.0459229153172,49.5141158098
11.638626073,22.6244346416
18.0370195214,14.6811941733
81.5784773082,14.4403609942
85.4806469947,22.913692451
60.4302134302,28.3850290106
101.553165503,38.0293116638
5.72469196139,27.4041042681
50.4894231213,18.4056216015
108.734286863,78.6070281376
39.8370433568,23.8586532606
93.034043868,22.8466796918
2.0435825319,38.6401990981
103.514604897,51.7694615943
27.2503041968,15.2649488099
16.4437282148,22.97577973
71.2415598139,25.843928107
27.865274829,22.9392253804
74.6071879397,16.4722574728
88.0968613846,26.20277975
39.159596893,35.7706000829
8.16103753714,27.3485011917
46.8981623447,31.3328568625
34.2158577598,23.7845370866
44.5423747628,26.4688294112
77.8858291253,22.2459078599
72.4738524058,23.5672117249
31.523600149,20.42894187
44.2332279065,29.0845493713
18.6155778496,12.1403809111
93.4794936783,24.1462224892
95.4628867163,33.1207617378
95.9075860375,31.8849692612
103.41458427,53.9012353581
84.7581597084,25.9420658713
17.4068873784,15.6279196197
58.4289852424,28.2622022013
86.8303934204,24.7528675773
74.2489748464,19.971026865
55.5507162701,26.4379323748
98.2749087539,37.7450673537
73.23308174,23.6711823633
40.1559363613,19.5139835776
7.13445248334,32.1541872768
82.8433306042,32.5563147537
88.9399974969,27.9858319135
48.0664834441,15.2596478309
90.5970931348,19.4571000999
55.4157659815,28.6977379
65.637273957,31.0136821724
73.0996199543,26.9376914089
48.6734024776,25.3107071491
18.6360747204,16.1764488436
57.8593101199,31.7401293254
59.2300964612,34.026787405
56.4360120894,29.6613298958
31.0619003851,17.961532628
18.087308619,19.8685787158
93.2659621625,20.6361466331
65.8019443828,24.0386674602
37.114912046,18.2623643626
105.242439937,55.4302456813
55.4491336802,21.6105909295
40.8282213364,27.1994313362
1.10638527362,59.7382993712
18.4670906573,15.7727721979
20.8049042928,15.8667381392
83.7280761667,22.199990832
69.5474996449,32.0237728112
30.6412444035,25.2229232025
84.2795675385,23.036576535
108.971621614,76.8428104135
93.1295281814,32.0915461313
20.8716833152,20.8144190147
86.9085566383,16.5300672243
38.8902024502,26.5275535395
30.0431117011,18.822822657
34.2696688024,19.5366466356
96.7256812047,34.6431155069
22.292185719,19.4196868051
85.1264919424,19.2182133128
8.97160064315,39.3638466102
23.8878552345,27.4592793019
65.1014386614,29.8492997336
42.7558191284,21.3010534763
71.2103142001,25.2215592901
27.6218095786,18.068918021
80.3408525103,24.6014838251
5.16052855199,39.0851921146
84.3644461991,27.5344052785
102.026031396,42.5085849617
52.8070441813,25.4424448852
22.8490014945,20.8334492685
96.4805435295,29.3048978618
95.1898858394,23.4134456461
60.4803870102,30.8617111619
26.3946589828,16.8743406873
85.4111683304,27.0755026734
25.7692140912,21.1055906951
69.9741593777,22.9885433806
1.71115990516,51.91485891
16.4601439782,12.6811934328
90.1065395759,30.589246517
1.898283053,42.9729785709
29.4342968991,18.856785346
47.7217041127,28.7788401527
55.237473026,20.3362016739
5.86325134477,43.8838315039
105.528990888,55.6307877104
92.9232258095,37.2946568978
98.8487915674,42.8684463588
3.22684723997,46.7140446275
18.3494044097,23.4875403615
67.2046335186,27.556336015
44.3753152141,17.1474938585
81.3304317696,23.1345553168
71.6589203742,25.3912162337
45.1212371719,38.4794699868
49.2421430204,35.012846154
61.4721143193,24.1513360668
61.3405476126,27.005054551
80.0945565747,19.7863021223
77.8269681826,28.7229298811
25.4825481669,17.8663869011
57.4883482274,31.7090931921
6.16994989625,23.7391619772
108.736883748,76.3610677103
49.1566004915,30.8770780897
103.265253579,42.993337202
99.3312463364,37.7104513672
55.7363788855,31.5073747142
57.8900252101,42.1144374473
84.8248462971,19.7453952782
24.2637896531,16.7800814772
31.900849912,23.7627228812
32.8541946646,19.6109074011
45.2850717984,21.9591429051
101.37196019,38.7941100259
65.9653068665,24.8037933567
40.0271715182,23.2915303362
18.9300163508,16.4219977024
11.7353303644,23.8615659033
33.5102533548,15.6681636353
76.4092403147,23.0355462592
9.98456218027,35.9839199449
99.1131699103,36.8814601108
59.2560727377,34.8659006543
3.91673925316,38.0537988814
78.9877343399,27.014651324
9.0436212309,36.5585400935
7.06114893138,32.7448535449
106.970655282,63.9600911919
94.9694156873,20.9091510762
51.6173025833,31.3179535386
18.5404978862,17.6277272847
91.4067288485,13.4401030001
18.1383381755,6.45424276048
61.6611947008,23.7056433126
23.9040569443,24.5276060032
66.6179773289,21.2397406267
25.7445717938,20.084184787
60.264414446,31.2922103143
74.0093149268,15.3767138762
97.8510563534,44.4245908619
79.0544917296,21.0458018107
60.7493396343,25.8962138033
32.771713029,26.7838493705
78.8756661172,23.8561481654
104.51727446,44.6947671511
59.8716930663,30.9398631852
11.29013207,24.6812077949
37.1837151325,22.7139998491
64.7244666207,28.9351686068
94.4239003445,34.5643548816
14.7796856148,17.1295805986
103.627163016,54.6565354765
61.8369077119,17.9768427618
107.047628697,60.2769327426
83.7253123141,19.0900762863
108.163680112,64.2082299728
53.2049542848,23.8854274427
10.5081524578,27.9095709399
31.2162292263,18.6078481511
14.3038904064,22.5718981868
49.845750984,29.0489348148
61.0819772209,32.9061195418
82.2043688181,21.1871285298
88.8596259053,30.6171708707
18.9189501817,15.0751016889
39.7111670049,28.1931726806
4.81106043346,41.0185451704
69.8305864854,23.5225963497
105.409126503,57.2796991222
28.2963318742,15.924755835
69.1923479388,33.1517016926
10.0715421161,36.0686983503
59.4824754056,19.1560145351
98.0958734865,34.4495310734
72.6529293298,19.4570352569
29.24507785,22.9076953026
18.6886991231,17.0560917501
91.335360957,38.011852062
44.2039417469,17.6081277322
43.6751576186,30.6992862822
33.8165966675,18.3823799737
14.7134178217,21.2792112737
89.679253481,33.4674484887
67.590373537,28.4052294713
34.2548117399,22.0963140246
17.4145377129,19.5981892915
42.6165936973,25.7780383723
81.3150435711,15.8481176533
40.6300435956,25.9144502735
49.0374623793,32.5597588428
84.8372141722,20.6876315192
40.6980978682,36.3962261643
14.5149864966,22.3036051038
74.1133968926,22.9414980673
30.0065542805,20.2768932374
33.7144801569,25.6164824204
96.3124784348,26.7006342769
83.6091327037,18.0287107701
73.2355493435,27.5270903019
41.8641015304,20.2957159702
93.2540291197,31.3506912268
9.15751658973,38.0480376344
65.5692474871,22.5891721505
18.120942013,19.7646726601
94.8931276434,33.5882128516
53.259179037,23.0845802702
48.1301757047,29.0959645411
91.4826854739,27.2542357253
11.4119858825,19.656778714
49.1108259176,37.0319360773
60.0923366467,24.1608572594
6.79496465289,30.0416421245
58.7492446361,28.2861887801
32.3100966378,34.8638159657
25.8396413403,20.4043822174
6.37066684098,40.5695362196
97.7793107325,41.7700667365
49.4950931463,27.8828284508
33.3496431784,27.6139743417
70.556088014,20.2500471627
78.6792096381,21.6906250759
7.70942240885,24.4011800299
22.9632280834,18.8822499579
43.3528496167,30.824010147
81.7778722197,19.374076879
67.0788129859,32.1165438969
84.2593046736,15.6997134339
84.9134841536,27.599010195
94.0416289323,36.9443040187
27.8050449287,11.5607600252
45.1644290456,35.2750823951
92.7311737292,31.3429839971
41.8296218188,22.2019451973
75.9345822338,19.7108959266
40.4797579504,23.3708922589
7.0113527455,33.0502444986
32.6125031092,26.6564448091
53.2222709631,23.0777855416
100.409256022,37.6766180636
89.2827643261,21.1645077299
77.0362254445,19.5412062153
25.803775461,15.0295210974
88.0467580034,24.029630423
24.0229131529,11.6088761692
39.9705624755,18.6518106465
83.2605256836,15.7403931483
43.7154846992,24.8726596587
108.003945245,72.4390742025
54.0484042814,29.4792699369
70.5246743245,25.7068493353
40.7513902399,24.2038319702
81.9059368227,14.3389597988
38.7735991256,31.1303428475
93.9468453582,35.2329786133
76.4662365241,18.2556976164
41.8350709073,24.4120526078
52.666959883,23.5388892002
37.2797176018,20.0247843506
8.89430505031,40.2865190779
44.7722271635,25.219159152
95.694270634,29.4886211582
39.8396611591,20.4007087913
63.1619910439,29.6293569844
88.5189869812,21.6292851308
74.8229002209,15.7413745621
57.1649034483,27.4479150676
59.1536613121,28.5264463407
93.2652091619,27.9173257348
33.6995003546,25.1591374398
98.3368127766,28.8118164066
17.0726754737,19.5314787993
25.6572870689,20.0947597671
42.3563371366,25.2176819109
74.9550692173,27.4039721557
88.6828049514,22.473881116
39.719649598,24.3801407283
74.3167000274,22.8456293934
10.3858269415,32.0115806509
12.4749528966,15.6815447756
104.355008238,49.0756448806
45.2575381047,32.3595800858
60.2681897077,15.2823286181
18.6705519671,18.1689979943
44.2519732113,34.1317885744
58.8291948267,26.6697637792
46.0591387598,21.2233094863
102.099082357,43.5214747413
102.816927357,48.5382513943
66.446630888,23.8849316131
